Posisi X;Posisi Y;Type Minutiae;Nama Class
21;120;0;Plain Arch
21;123;0;Plain Arch
22;54;0;Plain Arch
22;95;0;Plain Arch
22;104;0;Plain Arch
22;110;1;Plain Arch
22;111;1;Plain Arch
22;137;0;Plain Arch
22;141;1;Plain Arch
22;142;1;Plain Arch
22;143;1;Plain Arch
22;145;1;Plain Arch
22;146;1;Plain Arch
23;65;0;Plain Arch
23;109;1;Plain Arch
23;110;1;Plain Arch
23;142;1;Plain Arch
23;146;1;Plain Arch
23;147;1;Plain Arch
23;149;1;Plain Arch
23;156;0;Plain Arch
23;157;0;Plain Arch
24;109;1;Plain Arch
24;128;1;Plain Arch
24;146;1;Plain Arch
24;150;1;Plain Arch
25;129;1;Plain Arch
26;130;0;Plain Arch
26;144;0;Plain Arch
27;97;0;Plain Arch
27;120;0;Plain Arch
27;122;0;Plain Arch
28;132;0;Plain Arch
29;60;0;Plain Arch
29;134;1;Plain Arch
29;135;1;Plain Arch
29;150;1;Plain Arch
30;135;1;Plain Arch
30;136;1;Plain Arch
30;137;1;Plain Arch
30;149;1;Plain Arch
30;150;1;Plain Arch
31;137;1;Plain Arch
31;138;1;Plain Arch
31;139;1;Plain Arch
31;149;1;Plain Arch
32;139;1;Plain Arch
32;140;1;Plain Arch
33;123;0;Plain Arch
33;129;0;Plain Arch
33;140;1;Plain Arch
33;141;1;Plain Arch
33;173;0;Plain Arch
34;114;0;Plain Arch
34;141;1;Plain Arch
34;142;1;Plain Arch
35;71;0;Plain Arch
35;142;1;Plain Arch
35;143;1;Plain Arch
35;148;1;Plain Arch
35;172;1;Plain Arch
36;147;1;Plain Arch
36;171;1;Plain Arch
36;172;1;Plain Arch
37;171;1;Plain Arch
38;91;0;Plain Arch
39;69;0;Plain Arch
39;102;1;Plain Arch
39;103;1;Plain Arch
39;135;0;Plain Arch
39;137;0;Plain Arch
40;101;1;Plain Arch
40;102;1;Plain Arch
40;133;0;Plain Arch
42;120;0;Plain Arch
46;159;0;Plain Arch
46;171;1;Plain Arch
47;136;0;Plain Arch
47;139;0;Plain Arch
47;172;1;Plain Arch
48;156;0;Plain Arch
48;167;0;Plain Arch
48;173;0;Plain Arch
49;64;0;Plain Arch
49;86;0;Plain Arch
49;101;0;Plain Arch
49;152;1;Plain Arch
49;153;1;Plain Arch
49;154;0;Plain Arch
50;99;1;Plain Arch
50;151;1;Plain Arch
50;152;1;Plain Arch
50;174;0;Plain Arch
51;98;1;Plain Arch
51;99;1;Plain Arch
51;126;0;Plain Arch
51;132;0;Plain Arch
51;149;1;Plain Arch
51;150;1;Plain Arch
51;164;0;Plain Arch
52;64;0;Plain Arch
52;98;1;Plain Arch
52;148;1;Plain Arch
52;149;1;Plain Arch
52;176;0;Plain Arch
53;82;1;Plain Arch
53;148;1;Plain Arch
54;81;1;Plain Arch
54;82;1;Plain Arch
54;197;0;Plain Arch
55;81;1;Plain Arch
55;89;0;Plain Arch
55;170;0;Plain Arch
56;80;0;Plain Arch
56;119;0;Plain Arch
56;170;0;Plain Arch
56;197;0;Plain Arch
57;88;1;Plain Arch
57;122;1;Plain Arch
57;123;1;Plain Arch
58;87;1;Plain Arch
58;88;1;Plain Arch
