Posisi X;Posisi Y;Type Minutiae;Nama Class
19;62;0;Twinted loop
19;78;0;Twinted loop
19;79;0;Twinted loop
19;161;0;Twinted loop
20;60;0;Twinted loop
20;161;1;Twinted loop
21;140;0;Twinted loop
21;161;1;Twinted loop
21;162;1;Twinted loop
21;172;0;Twinted loop
22;162;1;Twinted loop
22;163;1;Twinted loop
23;85;0;Twinted loop
23;163;1;Twinted loop
24;82;0;Twinted loop
24;148;0;Twinted loop
24;155;0;Twinted loop
24;163;1;Twinted loop
24;164;1;Twinted loop
25;96;0;Twinted loop
25;100;0;Twinted loop
25;164;1;Twinted loop
26;134;0;Twinted loop
26;140;1;Twinted loop
26;155;0;Twinted loop
26;165;0;Twinted loop
27;140;1;Twinted loop
27;141;1;Twinted loop
28;141;1;Twinted loop
29;30;0;Twinted loop
29;45;0;Twinted loop
30;29;0;Twinted loop
30;114;0;Twinted loop
30;115;1;Twinted loop
30;116;1;Twinted loop
31;116;1;Twinted loop
31;117;1;Twinted loop
31;118;1;Twinted loop
32;41;1;Twinted loop
32;42;1;Twinted loop
32;118;1;Twinted loop
32;119;1;Twinted loop
32;120;1;Twinted loop
32;121;1;Twinted loop
33;40;1;Twinted loop
33;41;1;Twinted loop
33;121;1;Twinted loop
33;122;1;Twinted loop
33;123;0;Twinted loop
33;175;1;Twinted loop
34;40;1;Twinted loop
34;51;0;Twinted loop
34;142;0;Twinted loop
34;149;0;Twinted loop
34;175;1;Twinted loop
34;176;1;Twinted loop
35;80;0;Twinted loop
35;176;1;Twinted loop
37;37;1;Twinted loop
37;50;0;Twinted loop
38;36;1;Twinted loop
38;37;1;Twinted loop
38;76;0;Twinted loop
39;35;1;Twinted loop
39;36;1;Twinted loop
40;34;0;Twinted loop
40;136;0;Twinted loop
41;110;0;Twinted loop
41;113;1;Twinted loop
41;114;1;Twinted loop
42;43;0;Twinted loop
42;114;1;Twinted loop
42;115;1;Twinted loop
42;153;0;Twinted loop
43;41;1;Twinted loop
43;42;1;Twinted loop
43;153;1;Twinted loop
44;40;1;Twinted loop
44;41;1;Twinted loop
44;128;0;Twinted loop
44;152;1;Twinted loop
44;153;1;Twinted loop
45;39;1;Twinted loop
45;40;1;Twinted loop
45;130;0;Twinted loop
45;131;0;Twinted loop
45;152;1;Twinted loop
46;57;0;Twinted loop
46;150;0;Twinted loop
47;69;0;Twinted loop
48;67;1;Twinted loop
48;68;1;Twinted loop
48;107;0;Twinted loop
48;110;0;Twinted loop
49;53;1;Twinted loop
49;54;1;Twinted loop
49;66;1;Twinted loop
49;67;1;Twinted loop
50;52;1;Twinted loop
50;53;1;Twinted loop
50;66;1;Twinted loop
51;51;0;Twinted loop
52;94;0;Twinted loop
52;97;0;Twinted loop
53;41;0;Twinted loop
53;164;0;Twinted loop
54;18;0;Twinted loop
54;31;0;Twinted loop
54;162;0;Twinted loop
55;58;1;Twinted loop
55;59;1;Twinted loop
55;111;0;Twinted loop
55;121;0;Twinted loop
56;17;0;Twinted loop
56;57;1;Twinted loop
56;58;1;Twinted loop
57;38;0;Twinted loop
57;56;0;Twinted loop
57;90;0;Twinted loop
58;81;1;Twinted loop
58;82;1;Twinted loop
59;80;1;Twinted loop
59;81;1;Twinted loop
59;178;1;Twinted loop
60;70;0;Twinted loop
60;95;0;Twinted loop
60;100;0;Twinted loop
60;138;0;Twinted loop
60;139;0;Twinted loop
60;178;1;Twinted loop
60;179;1;Twinted loop
61;60;0;Twinted loop
61;69;1;Twinted loop
61;73;1;Twinted loop
61;74;1;Twinted loop
61;131;0;Twinted loop
61;136;0;Twinted loop
61;179;1;Twinted loop
62;69;1;Twinted loop
62;70;1;Twinted loop
62;72;1;Twinted loop
62;73;1;Twinted loop
62;179;1;Twinted loop
63;49;0;Twinted loop
63;59;1;Twinted loop
63;69;1;Twinted loop
63;110;0;Twinted loop
63;112;0;Twinted loop
63;122;0;Twinted loop
63;179;1;Twinted loop
63;180;1;Twinted loop
64;58;1;Twinted loop
64;59;1;Twinted loop
64;117;0;Twinted loop
64;180;1;Twinted loop
65;58;1;Twinted loop
65;68;1;Twinted loop
66;58;1;Twinted loop
66;67;1;Twinted loop
67;35;0;Twinted loop
67;56;1;Twinted loop
67;57;1;Twinted loop
67;58;1;Twinted loop
67;141;0;Twinted loop
67;142;0;Twinted loop
68;55;1;Twinted loop
68;56;1;Twinted loop
68;59;0;Twinted loop
69;33;0;Twinted loop
69;55;1;Twinted loop
71;78;0;Twinted loop
71;92;0;Twinted loop
72;46;0;Twinted loop
72;66;1;Twinted loop
72;90;0;Twinted loop
72;97;1;Twinted loop
72;98;1;Twinted loop
73;66;1;Twinted loop
73;67;1;Twinted loop
73;98;1;Twinted loop
73;99;1;Twinted loop
73;100;1;Twinted loop
73;101;1;Twinted loop
73;125;0;Twinted loop
73;127;0;Twinted loop
74;67;1;Twinted loop
74;68;1;Twinted loop
74;101;1;Twinted loop
74;102;1;Twinted loop
74;103;0;Twinted loop
74;143;0;Twinted loop
74;144;0;Twinted loop
75;68;1;Twinted loop
75;69;1;Twinted loop
75;70;1;Twinted loop
76;70;1;Twinted loop
76;71;1;Twinted loop
76;72;1;Twinted loop
77;72;1;Twinted loop
77;73;1;Twinted loop
78;111;0;Twinted loop
78;112;0;Twinted loop
79;95;0;Twinted loop
79;96;0;Twinted loop
80;183;1;Twinted loop
81;46;0;Twinted loop
81;183;1;Twinted loop
81;184;1;Twinted loop
82;82;1;Twinted loop
82;83;1;Twinted loop
82;184;1;Twinted loop
83;42;0;Twinted loop
83;83;1;Twinted loop
83;84;1;Twinted loop
83;85;1;Twinted loop
84;53;0;Twinted loop
84;85;1;Twinted loop
84;86;1;Twinted loop
84;124;0;Twinted loop
85;58;0;Twinted loop
85;87;0;Twinted loop
85;186;0;Twinted loop
86;58;0;Twinted loop
87;75;0;Twinted loop
88;25;0;Twinted loop
88;76;1;Twinted loop
88;77;1;Twinted loop
89;20;1;Twinted loop
89;21;1;Twinted loop
89;77;1;Twinted loop
89;78;1;Twinted loop
89;118;1;Twinted loop
89;119;1;Twinted loop
90;18;1;Twinted loop
90;19;1;Twinted loop
90;20;1;Twinted loop
90;48;1;Twinted loop
90;49;1;Twinted loop
90;78;1;Twinted loop
90;79;1;Twinted loop
90;80;1;Twinted loop
90;116;1;Twinted loop
90;117;1;Twinted loop
90;118;1;Twinted loop
91;16;0;Twinted loop
91;17;1;Twinted loop
91;18;1;Twinted loop
91;34;1;Twinted loop
91;35;1;Twinted loop
91;49;1;Twinted loop
91;50;1;Twinted loop
91;51;0;Twinted loop
91;80;1;Twinted loop
91;81;1;Twinted loop
91;114;1;Twinted loop
91;115;1;Twinted loop
91;116;1;Twinted loop
92;33;1;Twinted loop
92;34;1;Twinted loop
92;100;0;Twinted loop
