Posisi X;Posisi Y;Type Minutiae;Nama Class
19;154;0;Twinted loop
19;155;1;Twinted loop
19;156;1;Twinted loop
20;109;0;Twinted loop
20;156;1;Twinted loop
20;157;1;Twinted loop
21;157;1;Twinted loop
21;158;1;Twinted loop
22;136;1;Twinted loop
23;135;1;Twinted loop
24;104;0;Twinted loop
24;149;1;Twinted loop
24;150;1;Twinted loop
24;162;0;Twinted loop
25;119;0;Twinted loop
25;150;1;Twinted loop
25;151;1;Twinted loop
26;103;1;Twinted loop
26;119;1;Twinted loop
26;135;0;Twinted loop
27;102;1;Twinted loop
27;103;1;Twinted loop
27;120;1;Twinted loop
27;126;0;Twinted loop
27;155;0;Twinted loop
28;102;1;Twinted loop
29;102;0;Twinted loop
29;159;0;Twinted loop
30;110;0;Twinted loop
30;147;0;Twinted loop
30;148;0;Twinted loop
31;150;0;Twinted loop
31;151;0;Twinted loop
32;163;1;Twinted loop
33;139;0;Twinted loop
33;141;0;Twinted loop
33;164;1;Twinted loop
34;143;0;Twinted loop
34;144;0;Twinted loop
40;108;0;Twinted loop
40;157;0;Twinted loop
41;93;0;Twinted loop
44;157;0;Twinted loop
44;170;0;Twinted loop
46;99;0;Twinted loop
48;91;1;Twinted loop
49;58;0;Twinted loop
49;91;1;Twinted loop
49;92;1;Twinted loop
50;92;1;Twinted loop
53;61;0;Twinted loop
53;173;0;Twinted loop
58;118;0;Twinted loop
58;119;0;Twinted loop
59;114;0;Twinted loop
59;116;0;Twinted loop
59;166;0;Twinted loop
63;155;0;Twinted loop
63;168;1;Twinted loop
64;156;0;Twinted loop
64;168;1;Twinted loop
64;169;1;Twinted loop
65;70;0;Twinted loop
65;169;1;Twinted loop
66;85;0;Twinted loop
67;66;1;Twinted loop
67;67;1;Twinted loop
67;81;1;Twinted loop
67;82;1;Twinted loop
68;65;1;Twinted loop
68;66;1;Twinted loop
68;79;1;Twinted loop
68;80;1;Twinted loop
68;81;1;Twinted loop
69;65;1;Twinted loop
69;78;1;Twinted loop
69;79;1;Twinted loop
70;64;0;Twinted loop
70;77;0;Twinted loop
72;57;0;Twinted loop
72;76;0;Twinted loop
72;103;0;Twinted loop
72;170;0;Twinted loop
73;56;0;Twinted loop
73;75;1;Twinted loop
73;98;0;Twinted loop
73;164;0;Twinted loop
74;74;1;Twinted loop
74;75;1;Twinted loop
75;73;1;Twinted loop
75;74;1;Twinted loop
75;165;1;Twinted loop
76;65;0;Twinted loop
76;73;1;Twinted loop
76;165;1;Twinted loop
76;166;1;Twinted loop
77;64;0;Twinted loop
77;72;1;Twinted loop
77;85;0;Twinted loop
77;166;1;Twinted loop
78;71;1;Twinted loop
78;72;1;Twinted loop
78;111;0;Twinted loop
79;63;0;Twinted loop
79;71;1;Twinted loop
79;113;1;Twinted loop
80;113;1;Twinted loop
80;114;1;Twinted loop
80;169;1;Twinted loop
81;114;1;Twinted loop
81;115;1;Twinted loop
81;169;1;Twinted loop
81;170;1;Twinted loop
82;71;0;Twinted loop
82;115;1;Twinted loop
82;116;1;Twinted loop
82;170;1;Twinted loop
83;55;0;Twinted loop
83;116;1;Twinted loop
83;117;1;Twinted loop
83;171;1;Twinted loop
84;117;1;Twinted loop
84;171;1;Twinted loop
84;172;1;Twinted loop
85;54;1;Twinted loop
85;172;1;Twinted loop
85;186;1;Twinted loop
86;53;1;Twinted loop
86;54;1;Twinted loop
86;118;0;Twinted loop
86;172;1;Twinted loop
86;173;1;Twinted loop
86;186;1;Twinted loop
86;187;1;Twinted loop
87;52;1;Twinted loop
87;53;1;Twinted loop
87;173;1;Twinted loop
87;174;1;Twinted loop
87;187;1;Twinted loop
88;49;1;Twinted loop
88;50;1;Twinted loop
88;174;1;Twinted loop
88;175;1;Twinted loop
89;48;1;Twinted loop
89;49;1;Twinted loop
89;175;1;Twinted loop
90;47;0;Twinted loop
90;176;0;Twinted loop
91;59;0;Twinted loop
93;65;0;Twinted loop
94;65;1;Twinted loop
94;75;0;Twinted loop
94;190;1;Twinted loop
95;64;1;Twinted loop
95;65;1;Twinted loop
95;190;1;Twinted loop
95;191;1;Twinted loop
96;64;1;Twinted loop
96;191;1;Twinted loop
97;63;1;Twinted loop
97;64;1;Twinted loop
97;191;1;Twinted loop
97;192;1;Twinted loop
98;48;0;Twinted loop
98;63;1;Twinted loop
98;133;0;Twinted loop
98;192;1;Twinted loop
99;42;0;Twinted loop
100;132;0;Twinted loop
101;62;0;Twinted loop
101;187;0;Twinted loop
102;41;1;Twinted loop
102;176;0;Twinted loop
102;188;0;Twinted loop
103;41;1;Twinted loop
103;42;1;Twinted loop
103;72;0;Twinted loop
103;123;0;Twinted loop
105;39;0;Twinted loop
105;55;0;Twinted loop
105;60;0;Twinted loop
106;60;1;Twinted loop
107;59;1;Twinted loop
107;60;1;Twinted loop
108;59;1;Twinted loop
108;123;0;Twinted loop
109;58;1;Twinted loop
109;59;1;Twinted loop
110;25;0;Twinted loop
110;32;0;Twinted loop
110;52;0;Twinted loop
110;58;1;Twinted loop
111;195;1;Twinted loop
112;31;0;Twinted loop
112;75;0;Twinted loop
112;195;1;Twinted loop
112;196;1;Twinted loop
113;57;0;Twinted loop
113;67;0;Twinted loop
113;196;1;Twinted loop
117;66;1;Twinted loop
117;74;1;Twinted loop
118;25;0;Twinted loop
118;42;0;Twinted loop
118;65;1;Twinted loop
118;66;1;Twinted loop
118;73;1;Twinted loop
118;74;1;Twinted loop
118;160;0;Twinted loop
118;183;0;Twinted loop
119;65;1;Twinted loop
119;73;1;Twinted loop
121;64;0;Twinted loop
121;72;1;Twinted loop
122;38;0;Twinted loop
122;71;1;Twinted loop
122;72;1;Twinted loop
122;152;0;Twinted loop
123;71;1;Twinted loop
123;88;0;Twinted loop
123;153;0;Twinted loop
125;166;0;Twinted loop
125;198;1;Twinted loop
126;88;0;Twinted loop
126;188;0;Twinted loop
126;198;1;Twinted loop
126;199;1;Twinted loop
127;29;0;Twinted loop
127;71;0;Twinted loop
127;199;1;Twinted loop
128;21;0;Twinted loop
128;76;0;Twinted loop
130;76;0;Twinted loop
131;31;0;Twinted loop
131;42;0;Twinted loop
132;75;0;Twinted loop
132;147;0;Twinted loop
133;58;1;Twinted loop
133;59;1;Twinted loop
133;75;0;Twinted loop
133;190;1;Twinted loop
134;59;1;Twinted loop
134;60;1;Twinted loop
134;148;1;Twinted loop
