Posisi X;Posisi Y;Type Minutiae;Nama Class
20;112;0;Ulnair loop
21;106;1;Ulnair loop
21;112;1;Ulnair loop
22;105;1;Ulnair loop
22;110;1;Ulnair loop
22;111;1;Ulnair loop
22;112;1;Ulnair loop
23;111;1;Ulnair loop
30;111;0;Ulnair loop
32;107;0;Ulnair loop
35;139;0;Ulnair loop
36;144;1;Ulnair loop
36;145;1;Ulnair loop
37;145;1;Ulnair loop
37;146;1;Ulnair loop
37;154;0;Ulnair loop
37;155;0;Ulnair loop
38;129;0;Ulnair loop
38;157;0;Ulnair loop
38;158;1;Ulnair loop
38;159;1;Ulnair loop
39;148;1;Ulnair loop
39;159;1;Ulnair loop
39;160;1;Ulnair loop
40;125;1;Ulnair loop
40;126;1;Ulnair loop
40;148;1;Ulnair loop
40;149;1;Ulnair loop
40;160;1;Ulnair loop
40;161;1;Ulnair loop
41;124;1;Ulnair loop
41;125;1;Ulnair loop
41;149;1;Ulnair loop
41;150;1;Ulnair loop
42;123;1;Ulnair loop
42;124;1;Ulnair loop
42;150;1;Ulnair loop
42;151;1;Ulnair loop
43;123;1;Ulnair loop
43;151;1;Ulnair loop
43;152;1;Ulnair loop
44;152;1;Ulnair loop
44;153;1;Ulnair loop
45;153;1;Ulnair loop
45;154;1;Ulnair loop
46;155;1;Ulnair loop
46;167;0;Ulnair loop
47;156;1;Ulnair loop
48;157;0;Ulnair loop
49;76;0;Ulnair loop
50;65;0;Ulnair loop
51;80;1;Ulnair loop
51;81;1;Ulnair loop
51;94;0;Ulnair loop
52;63;1;Ulnair loop
52;79;1;Ulnair loop
52;80;1;Ulnair loop
53;62;1;Ulnair loop
53;63;1;Ulnair loop
53;72;0;Ulnair loop
53;78;1;Ulnair loop
53;153;0;Ulnair loop
54;61;1;Ulnair loop
54;62;1;Ulnair loop
54;77;1;Ulnair loop
54;78;1;Ulnair loop
54;154;0;Ulnair loop
54;162;0;Ulnair loop
55;61;1;Ulnair loop
55;77;1;Ulnair loop
55;103;0;Ulnair loop
55;104;0;Ulnair loop
55;112;0;Ulnair loop
56;61;0;Ulnair loop
57;75;0;Ulnair loop
57;165;1;Ulnair loop
58;165;1;Ulnair loop
58;166;1;Ulnair loop
59;166;1;Ulnair loop
59;167;1;Ulnair loop
60;109;0;Ulnair loop
60;167;1;Ulnair loop
61;168;1;Ulnair loop
62;168;1;Ulnair loop
62;169;1;Ulnair loop
63;169;1;Ulnair loop
64;86;0;Ulnair loop
64;170;0;Ulnair loop
65;79;0;Ulnair loop
65;127;0;Ulnair loop
66;79;0;Ulnair loop
67;103;0;Ulnair loop
68;127;0;Ulnair loop
70;65;0;Ulnair loop
71;73;0;Ulnair loop
72;104;0;Ulnair loop
73;72;0;Ulnair loop
73;87;0;Ulnair loop
73;121;1;Ulnair loop
74;97;0;Ulnair loop
74;121;1;Ulnair loop
74;122;1;Ulnair loop
75;122;1;Ulnair loop
76;99;0;Ulnair loop
80;75;0;Ulnair loop
80;162;0;Ulnair loop
82;101;0;Ulnair loop
83;153;0;Ulnair loop
83;163;0;Ulnair loop
84;82;0;Ulnair loop
85;156;0;Ulnair loop
86;65;0;Ulnair loop
86;95;0;Ulnair loop
89;81;1;Ulnair loop
89;95;0;Ulnair loop
89;101;0;Ulnair loop
89;112;0;Ulnair loop
90;80;1;Ulnair loop
90;81;1;Ulnair loop
91;80;1;Ulnair loop
92;169;0;Ulnair loop
93;110;1;Ulnair loop
94;72;0;Ulnair loop
94;109;1;Ulnair loop
94;110;1;Ulnair loop
95;81;0;Ulnair loop
95;109;1;Ulnair loop
96;173;0;Ulnair loop
97;108;1;Ulnair loop
98;99;0;Ulnair loop
98;107;1;Ulnair loop
98;108;1;Ulnair loop
98;169;0;Ulnair loop
99;82;0;Ulnair loop
99;92;0;Ulnair loop
99;106;1;Ulnair loop
99;107;1;Ulnair loop
99;170;1;Ulnair loop
100;63;0;Ulnair loop
100;92;0;Ulnair loop
100;106;1;Ulnair loop
100;170;1;Ulnair loop
100;171;1;Ulnair loop
101;106;0;Ulnair loop
101;171;1;Ulnair loop
104;162;0;Ulnair loop
105;96;0;Ulnair loop
105;125;0;Ulnair loop
105;174;0;Ulnair loop
108;65;0;Ulnair loop
108;163;1;Ulnair loop
109;72;0;Ulnair loop
109;163;1;Ulnair loop
109;164;1;Ulnair loop
110;139;0;Ulnair loop
110;164;1;Ulnair loop
111;92;0;Ulnair loop
111;153;0;Ulnair loop
114;83;0;Ulnair loop
115;155;1;Ulnair loop
115;167;1;Ulnair loop
116;155;1;Ulnair loop
116;156;1;Ulnair loop
116;167;1;Ulnair loop
116;168;1;Ulnair loop
117;156;1;Ulnair loop
117;157;1;Ulnair loop
117;168;1;Ulnair loop
118;133;0;Ulnair loop
118;140;0;Ulnair loop
118;158;1;Ulnair loop
118;159;1;Ulnair loop
119;91;0;Ulnair loop
119;159;1;Ulnair loop
119;160;1;Ulnair loop
119;161;0;Ulnair loop
121;62;0;Ulnair loop
121;102;0;Ulnair loop
121;170;0;Ulnair loop
122;77;0;Ulnair loop
123;154;0;Ulnair loop
124;96;0;Ulnair loop
124;117;0;Ulnair loop
124;131;0;Ulnair loop
125;62;0;Ulnair loop
125;156;1;Ulnair loop
125;157;1;Ulnair loop
126;157;1;Ulnair loop
126;158;1;Ulnair loop
127;118;0;Ulnair loop
127;138;0;Ulnair loop
127;158;1;Ulnair loop
127;159;1;Ulnair loop
128;159;1;Ulnair loop
